county_id,No. of Planned Parenthood clinics,No. of federally qualified health centers,No. of female contraceptive clients served at Planned Parenthood clinics,No. of female contraceptive clients served at federally qualified health centers,No. of female contraceptive clients served at health department clinics,No. of female contraceptive clients served at hospital-based clinics,No. of female contraceptive clients served at other clinics,No. of health department clinics,No. of hospital-based clinics,No. of other clinics,Total no. of female contraceptive clients served at publicly funded clinics,"Total no. of female contraceptive clients served at publicly funded clinics, younger than 20",Total no. of women aged 13-44 with potential demand for contraceptive services and supplies,Total no. of women aged 20-44 with potential demand for contraceptive services and supplies,Total publicly funded clinics
35015,0.0,3.0,0.0,110.0,630.0,0.0,0.0,2.0,0.0,0.0,740.0,170.0,6790.0,5940.0,5.0
35017,0.0,6.0,0.0,480.0,320.0,0.0,180.0,1.0,0.0,1.0,980.0,160.0,2620.0,2260.0,8.0
35019,0.0,1.0,0.0,50.0,320.0,0.0,0.0,1.0,0.0,0.0,370.0,40.0,350.0,300.0,2.0
35021,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,40.0,40.0,2.0
35023,0.0,2.0,0.0,70.0,320.0,0.0,0.0,1.0,0.0,0.0,380.0,20.0,370.0,320.0,3.0
35025,0.0,1.0,0.0,30.0,630.0,0.0,0.0,2.0,0.0,0.0,670.0,190.0,8470.0,7380.0,3.0
35027,0.0,0.0,0.0,0.0,320.0,0.0,0.0,1.0,0.0,0.0,320.0,20.0,1480.0,1270.0,1.0
35028,0.0,0.0,0.0,0.0,320.0,0.0,0.0,1.0,0.0,0.0,320.0,40.0,1790.0,1530.0,1.0
35029,0.0,4.0,0.0,1220.0,320.0,0.0,0.0,1.0,0.0,0.0,1540.0,280.0,2500.0,2150.0,5.0
35031,0.0,4.0,0.0,140.0,320.0,0.0,3100.0,1.0,0.0,7.0,3560.0,460.0,9590.0,8570.0,12.0
35033,0.0,3.0,0.0,140.0,320.0,0.0,0.0,1.0,0.0,0.0,460.0,50.0,370.0,320.0,4.0
35035,0.0,4.0,0.0,680.0,320.0,0.0,120.0,1.0,0.0,1.0,1120.0,230.0,7440.0,6650.0,6.0
35037,0.0,1.0,0.0,30.0,320.0,0.0,0.0,1.0,0.0,0.0,350.0,40.0,720.0,610.0,2.0
35039,0.0,9.0,0.0,370.0,0.0,0.0,440.0,0.0,0.0,2.0,810.0,160.0,4280.0,3760.0,11.0
35041,0.0,2.0,0.0,220.0,320.0,0.0,330.0,1.0,0.0,1.0,870.0,290.0,2740.0,2360.0,4.0
35043,0.0,9.0,0.0,580.0,630.0,0.0,640.0,2.0,0.0,7.0,1850.0,270.0,16120.0,14120.0,18.0
35045,1.0,2.0,960.0,70.0,630.0,0.0,2320.0,2.0,0.0,8.0,3990.0,720.0,13720.0,12190.0,13.0
35047,0.0,5.0,0.0,270.0,320.0,0.0,0.0,1.0,0.0,0.0,590.0,200.0,3030.0,2620.0,6.0
35049,1.0,13.0,640.0,2940.0,630.0,0.0,480.0,2.0,0.0,3.0,4690.0,1510.0,15300.0,13580.0,19.0
35051,0.0,1.0,0.0,580.0,320.0,0.0,0.0,1.0,0.0,0.0,890.0,160.0,710.0,620.0,2.0
35053,0.0,3.0,0.0,100.0,320.0,0.0,130.0,1.0,0.0,1.0,550.0,90.0,1660.0,1420.0,5.0
35055,0.0,6.0,0.0,280.0,980.0,0.0,410.0,3.0,0.0,2.0,1670.0,390.0,3010.0,2660.0,11.0
35057,0.0,3.0,0.0,110.0,630.0,0.0,0.0,2.0,0.0,0.0,740.0,40.0,1400.0,1190.0,5.0
35059,0.0,0.0,0.0,0.0,320.0,0.0,0.0,1.0,0.0,0.0,320.0,0.0,320.0,280.0,1.0
35061,0.0,2.0,0.0,400.0,630.0,0.0,0.0,2.0,0.0,0.0,1030.0,220.0,8230.0,7080.0,4.0
36001,1.0,1.0,3880.0,340.0,0.0,0.0,160.0,0.0,0.0,1.0,4390.0,670.0,43750.0,38500.0,3.0
36003,0.0,2.0,0.0,120.0,350.0,0.0,0.0,3.0,0.0,0.0,460.0,110.0,5200.0,4250.0,5.0
36005,1.0,72.0,9140.0,38280.0,0.0,10350.0,1210.0,0.0,6.0,1.0,58980.0,12370.0,205120.0,183450.0,80.0
36007,0.0,0.0,0.0,0.0,0.0,4230.0,3020.0,0.0,7.0,1.0,7250.0,2440.0,23950.0,20670.0,8.0
36009,0.0,2.0,0.0,850.0,670.0,0.0,120.0,3.0,0.0,1.0,1640.0,400.0,8430.0,7220.0,6.0
36011,0.0,5.0,0.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,360.0,8310.0,7200.0,5.0
36013,0.0,2.0,0.0,1150.0,540.0,0.0,240.0,1.0,0.0,1.0,1930.0,800.0,14130.0,12020.0,4.0
36015,1.0,0.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.0,570.0,9630.0,8390.0,1.0
36017,0.0,0.0,0.0,0.0,0.0,780.0,660.0,0.0,1.0,1.0,1440.0,450.0,4660.0,3940.0,2.0
36019,1.0,1.0,1910.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,390.0,9930.0,8580.0,2.0
36021,1.0,1.0,350.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,150.0,5990.0,5290.0,2.0
36023,0.0,5.0,0.0,350.0,1030.0,0.0,0.0,1.0,0.0,0.0,1380.0,350.0,6800.0,5720.0,6.0
36025,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,2.0,380.0,90.0,4200.0,3480.0,2.0
36027,1.0,8.0,2190.0,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,4670.0,960.0,34770.0,29890.0,9.0
36029,2.0,7.0,6410.0,3240.0,0.0,2890.0,0.0,0.0,4.0,0.0,12540.0,2690.0,113700.0,100320.0,13.0
36031,1.0,3.0,110.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,70.0,3280.0,2820.0,4.0
36033,2.0,1.0,750.0,30.0,0.0,0.0,180.0,0.0,0.0,1.0,960.0,230.0,4990.0,4350.0,4.0
36035,1.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,310.0,5780.0,5060.0,1.0
36037,1.0,0.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,180.0,6300.0,5460.0,1.0
36039,0.0,0.0,0.0,0.0,1120.0,0.0,0.0,1.0,0.0,0.0,1120.0,290.0,4280.0,3750.0,1.0
36041,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,330.0,280.0,1.0
36043,,,,,,,,,,,,,6760.0,5850.0,
36045,1.0,4.0,2310.0,550.0,0.0,1740.0,0.0,0.0,3.0,0.0,4600.0,1180.0,14260.0,12810.0,8.0
36047,1.0,40.0,11610.0,14700.0,0.0,21350.0,2860.0,0.0,24.0,2.0,50520.0,10160.0,392190.0,359560.0,67.0
36049,1.0,1.0,360.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,80.0,2650.0,2250.0,2.0
36051,0.0,0.0,0.0,0.0,1480.0,0.0,0.0,4.0,0.0,0.0,1480.0,380.0,7930.0,6660.0,4.0
36053,1.0,0.0,1370.0,0.0,0.0,0.0,160.0,0.0,0.0,1.0,1540.0,340.0,8530.0,7080.0,2.0
36055,2.0,16.0,5410.0,8120.0,0.0,1270.0,0.0,0.0,3.0,0.0,14790.0,3120.0,95410.0,83890.0,21.0
36057,1.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,150.0,5440.0,4770.0,1.0
36059,3.0,6.0,10310.0,2030.0,7780.0,1870.0,0.0,5.0,3.0,0.0,21980.0,2710.0,160580.0,140830.0,17.0
36061,1.0,40.0,13700.0,28460.0,0.0,37420.0,6080.0,0.0,20.0,3.0,85660.0,16850.0,279150.0,263190.0,64.0
36063,3.0,2.0,3090.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,460.0,24040.0,21070.0,5.0
36065,2.0,0.0,4890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4890.0,970.0,25830.0,22530.0,2.0
36067,1.0,8.0,3090.0,1090.0,3650.0,580.0,0.0,4.0,1.0,0.0,8410.0,1460.0,58820.0,51140.0,14.0
36069,1.0,2.0,1020.0,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,630.0,12140.0,10510.0,3.0
36071,2.0,12.0,4010.0,3490.0,0.0,0.0,890.0,0.0,0.0,1.0,8390.0,1610.0,44920.0,38640.0,15.0
36073,0.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,4610.0,4050.0,2.0
36075,0.0,10.0,0.0,280.0,0.0,580.0,1270.0,0.0,1.0,4.0,2130.0,640.0,13910.0,11830.0,15.0
36077,0.0,1.0,0.0,170.0,0.0,600.0,1210.0,0.0,1.0,1.0,1980.0,510.0,7830.0,6540.0,3.0
36079,1.0,1.0,20.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,10710.0,9230.0,2.0
36081,1.0,27.0,2200.0,14950.0,0.0,5600.0,0.0,0.0,10.0,0.0,22750.0,4800.0,320560.0,295360.0,38.0
36083,1.0,1.0,2330.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0,360.0,19780.0,17500.0,2.0
36085,1.0,3.0,1860.0,1380.0,0.0,2420.0,0.0,0.0,6.0,0.0,5660.0,1230.0,59360.0,52920.0,10.0
36087,0.0,4.0,0.0,890.0,1180.0,0.0,300.0,2.0,0.0,1.0,2380.0,290.0,37730.0,32360.0,7.0
36089,2.0,2.0,1890.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,500.0,13130.0,11050.0,4.0
36091,2.0,0.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2970.0,460.0,26170.0,22950.0,2.0
36093,1.0,1.0,3550.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,4420.0,830.0,18890.0,16700.0,2.0
36095,1.0,0.0,900.0,0.0,0.0,0.0,970.0,0.0,0.0,1.0,1870.0,530.0,3420.0,2870.0,2.0
36097,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,30.0,1720.0,1480.0,1.0
36099,0.0,2.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,60.0,3560.0,3130.0,2.0
36101,2.0,2.0,2220.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,2890.0,770.0,10420.0,9050.0,4.0
36103,5.0,9.0,11990.0,3540.0,630.0,580.0,0.0,1.0,1.0,0.0,16730.0,2520.0,175080.0,152940.0,16.0
36105,1.0,2.0,600.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,240.0,7300.0,6310.0,3.0
36107,0.0,0.0,0.0,0.0,0.0,1210.0,610.0,0.0,2.0,1.0,1820.0,660.0,5050.0,4370.0,3.0
36109,1.0,0.0,4060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4060.0,630.0,17680.0,15150.0,1.0
36111,1.0,6.0,2470.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,4390.0,850.0,20190.0,17640.0,7.0
36113,1.0,9.0,2350.0,3940.0,0.0,0.0,0.0,0.0,0.0,0.0,6290.0,1330.0,6790.0,6000.0,10.0
36115,0.0,2.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,60.0,6270.0,5530.0,2.0
36117,0.0,3.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,20.0,9600.0,8320.0,3.0
36119,5.0,19.0,14470.0,7140.0,0.0,780.0,0.0,0.0,1.0,0.0,22390.0,3930.0,115760.0,101050.0,25.0
36121,0.0,1.0,0.0,40.0,800.0,0.0,0.0,2.0,0.0,0.0,840.0,80.0,3720.0,3220.0,3.0
36123,0.0,3.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,0.0,2900.0,2470.0,3.0
37001,0.0,3.0,0.0,730.0,1810.0,0.0,0.0,1.0,0.0,0.0,2540.0,0.0,19380.0,16650.0,4.0
37003,0.0,0.0,0.0,0.0,390.0,0.0,0.0,1.0,0.0,0.0,390.0,70.0,3700.0,3200.0,1.0
37005,0.0,1.0,0.0,160.0,120.0,0.0,0.0,1.0,0.0,0.0,280.0,70.0,850.0,710.0,2.0
37007,0.0,1.0,0.0,30.0,550.0,0.0,0.0,1.0,0.0,0.0,580.0,80.0,2460.0,2110.0,2.0
37009,0.0,1.0,0.0,160.0,200.0,0.0,0.0,1.0,0.0,0.0,360.0,70.0,2180.0,1840.0,2.0
37011,0.0,1.0,0.0,10.0,220.0,0.0,0.0,1.0,0.0,0.0,230.0,30.0,1530.0,1280.0,2.0
37013,0.0,2.0,0.0,180.0,810.0,0.0,0.0,1.0,0.0,0.0,990.0,230.0,4850.0,4180.0,3.0
37015,0.0,2.0,0.0,150.0,410.0,0.0,0.0,1.0,0.0,0.0,560.0,140.0,1720.0,1490.0,3.0
37017,0.0,1.0,0.0,30.0,550.0,0.0,0.0,1.0,0.0,0.0,590.0,90.0,3360.0,2890.0,2.0
37019,0.0,1.0,0.0,60.0,530.0,0.0,0.0,1.0,0.0,0.0,590.0,100.0,10920.0,9690.0,2.0
37021,1.0,2.0,1810.0,410.0,2030.0,0.0,0.0,1.0,0.0,0.0,4250.0,580.0,30960.0,27800.0,4.0
37023,0.0,1.0,0.0,10.0,670.0,0.0,0.0,1.0,0.0,0.0,680.0,130.0,9250.0,8100.0,2.0
37025,0.0,2.0,0.0,190.0,1210.0,0.0,0.0,1.0,0.0,0.0,1400.0,120.0,24740.0,21560.0,3.0
37027,0.0,2.0,0.0,60.0,910.0,0.0,0.0,1.0,0.0,0.0,970.0,140.0,8570.0,7430.0,3.0
37029,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1.0,0.0,0.0,110.0,30.0,1080.0,920.0,1.0
37031,0.0,0.0,0.0,0.0,530.0,0.0,0.0,1.0,0.0,0.0,530.0,50.0,6610.0,5760.0,1.0
37033,0.0,2.0,0.0,490.0,320.0,0.0,0.0,1.0,0.0,0.0,810.0,210.0,1960.0,1690.0,3.0
37035,0.0,1.0,0.0,40.0,1690.0,0.0,0.0,1.0,0.0,0.0,1730.0,260.0,17450.0,15190.0,2.0
37037,0.0,2.0,0.0,1060.0,660.0,0.0,0.0,1.0,0.0,0.0,1720.0,0.0,6570.0,5720.0,3.0
37039,0.0,0.0,0.0,0.0,350.0,0.0,0.0,2.0,0.0,0.0,350.0,60.0,2280.0,1970.0,2.0
37041,0.0,0.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,280.0,60.0,1330.0,1120.0,1.0
37043,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1.0,0.0,0.0,110.0,30.0,830.0,710.0,1.0
37045,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,1.0,0.0,0.0,1750.0,240.0,11100.0,9590.0,1.0
37047,0.0,7.0,0.0,450.0,530.0,0.0,0.0,1.0,0.0,0.0,980.0,220.0,5670.0,4860.0,8.0
37049,0.0,2.0,0.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,270.0,12150.0,10730.0,2.0
37051,1.0,4.0,1650.0,240.0,2720.0,0.0,0.0,1.0,0.0,0.0,4600.0,760.0,46630.0,41420.0,6.0
37053,0.0,0.0,0.0,0.0,270.0,0.0,0.0,1.0,0.0,0.0,270.0,70.0,2660.0,2300.0,1.0
37055,0.0,0.0,0.0,0.0,620.0,0.0,0.0,2.0,0.0,0.0,620.0,70.0,3390.0,2980.0,2.0
37057,0.0,3.0,0.0,410.0,1340.0,0.0,0.0,1.0,0.0,0.0,1750.0,240.0,17810.0,15380.0,4.0
37059,0.0,0.0,0.0,0.0,310.0,0.0,0.0,1.0,0.0,0.0,310.0,40.0,4180.0,3560.0,1.0
37061,0.0,11.0,0.0,640.0,620.0,0.0,0.0,1.0,0.0,0.0,1260.0,780.0,5880.0,5010.0,12.0
37063,1.0,7.0,2250.0,950.0,2650.0,650.0,0.0,1.0,1.0,0.0,6500.0,730.0,46120.0,41700.0,10.0
37065,0.0,3.0,0.0,700.0,580.0,0.0,0.0,2.0,0.0,0.0,1280.0,320.0,6350.0,5570.0,5.0
37067,1.0,3.0,1630.0,30.0,860.0,0.0,0.0,1.0,0.0,0.0,2520.0,370.0,46890.0,40640.0,5.0
37069,0.0,1.0,0.0,130.0,610.0,0.0,0.0,1.0,0.0,0.0,740.0,100.0,6900.0,5940.0,2.0
37071,0.0,6.0,0.0,220.0,3810.0,0.0,0.0,1.0,0.0,0.0,4040.0,1230.0,25990.0,22880.0,7.0
37073,0.0,1.0,0.0,10.0,260.0,0.0,0.0,1.0,0.0,0.0,270.0,100.0,1150.0,990.0,2.0
37075,0.0,0.0,0.0,0.0,110.0,0.0,10.0,1.0,0.0,1.0,130.0,40.0,790.0,690.0,2.0
37077,0.0,0.0,0.0,0.0,800.0,0.0,0.0,1.0,0.0,0.0,800.0,30.0,6220.0,5430.0,1.0
37079,0.0,0.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,0.0,720.0,40.0,1880.0,1590.0,1.0
37081,1.0,2.0,2300.0,560.0,6140.0,0.0,0.0,2.0,0.0,0.0,9010.0,940.0,70730.0,61640.0,5.0
37083,0.0,1.0,0.0,1030.0,750.0,0.0,0.0,1.0,0.0,0.0,1790.0,0.0,5610.0,4870.0,2.0
37085,0.0,3.0,0.0,160.0,730.0,0.0,0.0,1.0,0.0,0.0,890.0,190.0,16910.0,14800.0,4.0
37087,0.0,1.0,0.0,60.0,1130.0,0.0,0.0,1.0,0.0,0.0,1190.0,210.0,6050.0,5360.0,2.0
37089,0.0,5.0,0.0,290.0,1010.0,0.0,0.0,1.0,0.0,0.0,1290.0,230.0,10900.0,9510.0,6.0
37091,0.0,3.0,0.0,130.0,150.0,0.0,0.0,1.0,0.0,0.0,290.0,60.0,2460.0,2040.0,4.0
37093,0.0,0.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,0.0,450.0,50.0,7310.0,6570.0,1.0
37095,0.0,1.0,0.0,10.0,90.0,0.0,0.0,1.0,0.0,0.0,100.0,10.0,400.0,350.0,2.0
37097,0.0,1.0,0.0,40.0,930.0,0.0,0.0,2.0,0.0,0.0,960.0,200.0,19640.0,16960.0,3.0
37099,0.0,0.0,0.0,0.0,620.0,0.0,0.0,1.0,0.0,0.0,620.0,60.0,5860.0,4960.0,1.0
37101,0.0,2.0,0.0,210.0,1070.0,0.0,0.0,1.0,0.0,0.0,1270.0,190.0,22250.0,19320.0,3.0
37103,0.0,1.0,0.0,60.0,50.0,0.0,0.0,1.0,0.0,0.0,110.0,30.0,940.0,810.0,2.0
37105,0.0,0.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,0.0,450.0,60.0,6900.0,6000.0,1.0
37107,0.0,1.0,0.0,740.0,640.0,0.0,0.0,1.0,0.0,0.0,1370.0,290.0,6170.0,5340.0,2.0
37109,0.0,1.0,0.0,40.0,540.0,0.0,0.0,1.0,0.0,0.0,580.0,90.0,8590.0,7480.0,2.0
37111,0.0,0.0,0.0,0.0,310.0,0.0,0.0,1.0,0.0,0.0,310.0,70.0,4660.0,4050.0,1.0
37113,0.0,0.0,0.0,0.0,700.0,0.0,0.0,2.0,0.0,0.0,700.0,130.0,2870.0,2450.0,2.0
37115,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1.0,0.0,0.0,190.0,20.0,2350.0,2020.0,1.0
37117,0.0,1.0,0.0,10.0,350.0,0.0,0.0,1.0,0.0,0.0,360.0,40.0,2180.0,1840.0,2.0
37119,1.0,3.0,2550.0,350.0,4960.0,1630.0,0.0,2.0,2.0,0.0,9490.0,1060.0,154430.0,138810.0,8.0
37121,0.0,2.0,0.0,70.0,170.0,0.0,0.0,1.0,0.0,0.0,240.0,40.0,1250.0,1080.0,3.0
37123,0.0,1.0,0.0,60.0,130.0,0.0,0.0,1.0,0.0,0.0,190.0,60.0,2670.0,2280.0,2.0
37125,0.0,1.0,0.0,50.0,760.0,0.0,0.0,1.0,0.0,0.0,810.0,130.0,9600.0,8420.0,2.0
37127,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,2.0,0.0,0.0,2020.0,330.0,10770.0,9360.0,2.0
37129,1.0,1.0,1510.0,230.0,1430.0,810.0,0.0,1.0,1.0,0.0,3980.0,620.0,30570.0,27230.0,4.0
37131,0.0,0.0,0.0,0.0,220.0,0.0,0.0,1.0,0.0,0.0,220.0,50.0,1850.0,1600.0,1.0
37133,0.0,1.0,0.0,60.0,1170.0,0.0,0.0,1.0,0.0,0.0,1230.0,230.0,26250.0,23910.0,2.0
37135,1.0,1.0,2360.0,570.0,1000.0,1020.0,0.0,2.0,1.0,0.0,4960.0,730.0,22090.0,18970.0,5.0
37137,0.0,0.0,0.0,0.0,260.0,0.0,0.0,1.0,0.0,0.0,260.0,60.0,1040.0,910.0,1.0
37139,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,1.0,0.0,0.0,1520.0,330.0,4790.0,4180.0,1.0
37141,0.0,0.0,0.0,0.0,640.0,0.0,0.0,1.0,0.0,0.0,640.0,90.0,6180.0,5360.0,1.0
37143,0.0,0.0,0.0,0.0,260.0,0.0,0.0,1.0,0.0,0.0,260.0,60.0,1210.0,1050.0,1.0
37145,0.0,1.0,0.0,70.0,830.0,0.0,0.0,1.0,0.0,0.0,900.0,140.0,4200.0,3670.0,2.0
37147,0.0,1.0,0.0,70.0,2170.0,810.0,0.0,1.0,1.0,0.0,3060.0,440.0,28630.0,24990.0,3.0
37149,0.0,1.0,0.0,60.0,40.0,0.0,0.0,1.0,0.0,0.0,100.0,30.0,1530.0,1290.0,2.0
37151,0.0,1.0,0.0,40.0,1090.0,0.0,0.0,1.0,0.0,0.0,1130.0,150.0,15650.0,13540.0,2.0
37153,0.0,0.0,0.0,0.0,510.0,0.0,0.0,1.0,0.0,0.0,510.0,100.0,5160.0,4510.0,1.0
37155,0.0,4.0,0.0,260.0,1530.0,0.0,0.0,1.0,0.0,0.0,1790.0,310.0,16740.0,14650.0,5.0
37157,0.0,1.0,0.0,30.0,2670.0,0.0,0.0,1.0,0.0,0.0,2700.0,110.0,9680.0,8440.0,2.0
37159,0.0,1.0,0.0,80.0,2160.0,0.0,0.0,1.0,0.0,0.0,2240.0,180.0,15970.0,13930.0,2.0
37161,0.0,1.0,0.0,60.0,860.0,0.0,0.0,1.0,0.0,0.0,920.0,160.0,6920.0,6010.0,2.0
37163,0.0,6.0,0.0,360.0,2100.0,0.0,0.0,1.0,0.0,0.0,2460.0,810.0,6290.0,5330.0,7.0
37165,0.0,1.0,0.0,60.0,250.0,0.0,0.0,1.0,0.0,0.0,320.0,50.0,3950.0,3450.0,2.0
37167,0.0,0.0,0.0,0.0,350.0,0.0,0.0,1.0,0.0,0.0,350.0,70.0,6480.0,5640.0,1.0
37169,0.0,0.0,0.0,0.0,440.0,0.0,0.0,1.0,0.0,0.0,440.0,50.0,4670.0,4040.0,1.0
37171,0.0,0.0,0.0,0.0,1180.0,0.0,0.0,1.0,0.0,0.0,1180.0,170.0,7360.0,6260.0,1.0
37173,0.0,0.0,0.0,0.0,110.0,0.0,580.0,1.0,0.0,3.0,680.0,160.0,1540.0,1360.0,4.0
37175,0.0,1.0,0.0,60.0,440.0,0.0,0.0,1.0,0.0,0.0,500.0,70.0,3060.0,2670.0,2.0
37177,0.0,0.0,0.0,0.0,210.0,0.0,0.0,1.0,0.0,0.0,210.0,30.0,350.0,310.0,1.0
37179,0.0,1.0,0.0,30.0,1550.0,0.0,0.0,1.0,0.0,0.0,1580.0,90.0,26050.0,21760.0,2.0
37181,0.0,0.0,0.0,0.0,550.0,0.0,0.0,1.0,0.0,0.0,550.0,20.0,5120.0,4440.0,1.0
37183,1.0,5.0,3360.0,550.0,7120.0,0.0,0.0,4.0,0.0,0.0,11030.0,1160.0,144870.0,128440.0,10.0
37185,0.0,0.0,0.0,0.0,350.0,0.0,0.0,1.0,0.0,0.0,350.0,50.0,1710.0,1470.0,1.0
37187,0.0,1.0,0.0,40.0,260.0,0.0,0.0,1.0,0.0,0.0,300.0,60.0,1090.0,940.0,2.0
37189,0.0,2.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,50.0,8820.0,7410.0,2.0
37191,0.0,5.0,0.0,290.0,3200.0,0.0,0.0,1.0,0.0,0.0,3480.0,200.0,14710.0,12930.0,6.0
37193,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,70.0,50.0,6800.0,5840.0,1.0
37195,0.0,2.0,0.0,140.0,1340.0,0.0,0.0,1.0,0.0,0.0,1490.0,450.0,9610.0,8290.0,3.0
37197,0.0,0.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,280.0,20.0,3850.0,3310.0,1.0
37199,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1.0,0.0,0.0,200.0,20.0,1500.0,1280.0,1.0
38001,,,,,,,,,,,,,180.0,160.0,
38003,0.0,0.0,0.0,0.0,70.0,0.0,0.0,2.0,0.0,0.0,70.0,30.0,1060.0,880.0,2.0
38005,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,1.0,150.0,40.0,660.0,560.0,1.0
38007,,,,,,,,,,,,,80.0,70.0,
38009,,,,,,,,,,,,,540.0,460.0,
38011,,,,,,,,,,,,,290.0,240.0,
38013,,,,,,,,,,,,,190.0,160.0,
38015,0.0,0.0,0.0,0.0,1230.0,0.0,0.0,1.0,0.0,0.0,1230.0,220.0,11460.0,10120.0,1.0
38017,0.0,3.0,0.0,410.0,2440.0,1220.0,0.0,1.0,1.0,0.0,4080.0,820.0,26680.0,24020.0,5.0
38019,,,,,,,,,,,,,290.0,240.0,
38021,,,,,,,,,,,,,470.0,390.0,
38023,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,30.0,10.0,180.0,160.0,1.0
38025,0.0,1.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,1.0,50.0,20.0,410.0,360.0,2.0
38027,,,,,,,,,,,,,190.0,160.0,
38029,,,,,,,,,,,,,260.0,210.0,
38031,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,290.0,240.0,1.0
38033,,,,,,,,,,,,,170.0,150.0,
38035,0.0,2.0,0.0,50.0,0.0,0.0,2750.0,0.0,0.0,1.0,2800.0,350.0,11060.0,9780.0,3.0
38037,,,,,,,,,,,,,170.0,140.0,
38039,,,,,,,,,,,,,160.0,140.0,
38041,,,,,,,,,,,,,270.0,230.0,
38043,,,,,,,,,,,,,200.0,170.0,
38045,,,,,,,,,,,,,310.0,260.0,
38047,,,,,,,,,,,,,160.0,120.0,
38049,,,,,,,,,,,,,550.0,480.0,
38051,,,,,,,,,,,,,190.0,160.0,
38053,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,20.0,10.0,1420.0,1220.0,1.0
38055,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,830.0,710.0,1.0
38057,0.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,750.0,650.0,2.0
38059,,,,,,,,,,,,,3660.0,3260.0,
38061,0.0,0.0,0.0,0.0,10.0,0.0,270.0,1.0,0.0,5.0,280.0,80.0,1070.0,950.0,6.0
38063,,,,,,,,,,,,,200.0,160.0,
38065,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,160.0,130.0,1.0
38067,,,,,,,,,,,,,580.0,490.0,
38069,,,,,,,,,,,,,340.0,290.0,
