county_id,No. of Planned Parenthood clinics,No. of federally qualified health centers,No. of female contraceptive clients served at Planned Parenthood clinics,No. of female contraceptive clients served at federally qualified health centers,No. of female contraceptive clients served at health department clinics,No. of female contraceptive clients served at hospital-based clinics,No. of female contraceptive clients served at other clinics,No. of health department clinics,No. of hospital-based clinics,No. of other clinics,Total no. of female contraceptive clients served at publicly funded clinics,"Total no. of female contraceptive clients served at publicly funded clinics, younger than 20",Total no. of women aged 13-44 with potential demand for contraceptive services and supplies,Total no. of women aged 20-44 with potential demand for contraceptive services and supplies,Total publicly funded clinics
10001,1.0,1.0,980.0,290.0,1340.0,0.0,830.0,5.0,0.0,4.0,3440.0,1110.0,22250.0,19490.0,11.0
10003,2.0,6.0,3220.0,1980.0,2230.0,0.0,850.0,9.0,0.0,3.0,8280.0,2630.0,72620.0,64040.0,20.0
10005,0.0,2.0,0.0,1190.0,1570.0,0.0,0.0,8.0,0.0,0.0,2770.0,720.0,20480.0,18100.0,10.0
1001,0.0,1.0,0.0,170.0,870.0,0.0,0.0,1.0,0.0,0.0,1040.0,230.0,6660.0,5770.0,2.0
1003,0.0,4.0,0.0,1020.0,990.0,0.0,0.0,2.0,0.0,0.0,2010.0,500.0,22880.0,20020.0,6.0
1005,0.0,1.0,0.0,40.0,900.0,0.0,0.0,2.0,0.0,0.0,940.0,180.0,2370.0,2030.0,3.0
1007,0.0,4.0,0.0,200.0,510.0,0.0,0.0,1.0,0.0,0.0,710.0,170.0,2360.0,2090.0,5.0
1009,0.0,1.0,0.0,90.0,1200.0,0.0,0.0,1.0,0.0,0.0,1290.0,260.0,6320.0,5500.0,2.0
1011,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1.0,0.0,0.0,200.0,30.0,1000.0,860.0,1.0
1013,0.0,0.0,0.0,0.0,600.0,0.0,0.0,1.0,0.0,0.0,600.0,140.0,2190.0,1880.0,1.0
1015,0.0,2.0,0.0,190.0,2340.0,0.0,0.0,1.0,0.0,0.0,2530.0,540.0,13870.0,12110.0,3.0
1017,0.0,0.0,0.0,0.0,930.0,0.0,0.0,1.0,0.0,0.0,930.0,210.0,3870.0,3420.0,1.0
1019,0.0,1.0,0.0,90.0,530.0,0.0,0.0,1.0,0.0,0.0,620.0,180.0,2370.0,1990.0,2.0
1021,0.0,2.0,0.0,220.0,1010.0,0.0,0.0,1.0,0.0,0.0,1240.0,340.0,5060.0,4450.0,3.0
1023,0.0,1.0,0.0,70.0,460.0,0.0,0.0,1.0,0.0,0.0,530.0,140.0,1280.0,1090.0,2.0
1025,0.0,0.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,0.0,720.0,190.0,2640.0,2240.0,1.0
1027,0.0,1.0,0.0,90.0,470.0,0.0,0.0,1.0,0.0,0.0,560.0,150.0,1370.0,1160.0,2.0
1029,0.0,1.0,0.0,90.0,400.0,0.0,0.0,1.0,0.0,0.0,490.0,130.0,1440.0,1220.0,2.0
1031,0.0,1.0,0.0,40.0,1030.0,0.0,0.0,1.0,0.0,0.0,1070.0,210.0,5900.0,5130.0,2.0
1033,0.0,1.0,0.0,250.0,1430.0,0.0,0.0,1.0,0.0,0.0,1680.0,380.0,6020.0,5260.0,2.0
1035,0.0,1.0,0.0,70.0,390.0,0.0,0.0,1.0,0.0,0.0,460.0,120.0,1230.0,1050.0,2.0
1037,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,100.0,30.0,1010.0,870.0,1.0
1039,0.0,0.0,0.0,0.0,730.0,0.0,0.0,1.0,0.0,0.0,730.0,210.0,3690.0,3180.0,1.0
1041,0.0,1.0,0.0,40.0,530.0,0.0,0.0,1.0,0.0,0.0,570.0,120.0,1420.0,1220.0,2.0
1043,0.0,1.0,0.0,90.0,1750.0,0.0,0.0,1.0,0.0,0.0,1840.0,420.0,9070.0,7910.0,2.0
1045,0.0,1.0,0.0,40.0,1000.0,0.0,0.0,1.0,0.0,0.0,1040.0,220.0,5800.0,5090.0,2.0
1047,0.0,0.0,0.0,0.0,1230.0,0.0,0.0,1.0,0.0,0.0,1230.0,300.0,4990.0,4290.0,1.0
1049,0.0,4.0,0.0,220.0,1400.0,0.0,0.0,1.0,0.0,0.0,1620.0,290.0,7390.0,6350.0,5.0
1051,0.0,1.0,0.0,170.0,800.0,0.0,0.0,1.0,0.0,0.0,960.0,260.0,10320.0,9140.0,2.0
1053,0.0,2.0,0.0,140.0,1010.0,0.0,60.0,2.0,0.0,1.0,1210.0,340.0,3720.0,3180.0,5.0
1055,0.0,8.0,0.0,740.0,2400.0,0.0,0.0,1.0,0.0,0.0,3150.0,760.0,11730.0,10260.0,9.0
1057,0.0,0.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,0.0,450.0,100.0,1550.0,1330.0,1.0
1059,0.0,0.0,0.0,0.0,960.0,0.0,0.0,1.0,0.0,0.0,960.0,190.0,3270.0,2830.0,1.0
1061,0.0,2.0,0.0,80.0,1560.0,0.0,0.0,1.0,0.0,0.0,1640.0,200.0,2800.0,2430.0,3.0
1063,0.0,1.0,0.0,40.0,410.0,0.0,0.0,1.0,0.0,0.0,440.0,90.0,830.0,710.0,2.0
1065,0.0,1.0,0.0,40.0,620.0,0.0,0.0,1.0,0.0,0.0,660.0,130.0,1760.0,1520.0,2.0
1067,0.0,1.0,0.0,40.0,380.0,0.0,0.0,2.0,0.0,0.0,420.0,110.0,1780.0,1550.0,3.0
1069,0.0,1.0,0.0,40.0,3310.0,0.0,0.0,1.0,0.0,0.0,3360.0,700.0,12500.0,10980.0,2.0
1071,0.0,6.0,0.0,100.0,630.0,0.0,0.0,1.0,0.0,0.0,730.0,210.0,5620.0,4900.0,7.0
1073,1.0,4.0,90.0,400.0,7400.0,0.0,0.0,5.0,0.0,0.0,7890.0,1320.0,86980.0,77140.0,10.0
1075,0.0,1.0,0.0,40.0,410.0,0.0,0.0,1.0,0.0,0.0,450.0,120.0,1320.0,1120.0,2.0
1077,0.0,2.0,0.0,260.0,2260.0,0.0,0.0,1.0,0.0,0.0,2510.0,470.0,11160.0,9680.0,3.0
1079,0.0,1.0,0.0,170.0,940.0,0.0,0.0,1.0,0.0,0.0,1110.0,300.0,3700.0,3270.0,2.0
1081,0.0,0.0,0.0,0.0,1590.0,0.0,0.0,1.0,0.0,0.0,1590.0,300.0,25090.0,21950.0,1.0
1083,0.0,1.0,0.0,210.0,1720.0,0.0,0.0,1.0,0.0,0.0,1920.0,370.0,10640.0,9300.0,2.0
1085,0.0,1.0,0.0,170.0,360.0,0.0,0.0,1.0,0.0,0.0,530.0,130.0,1160.0,1010.0,2.0
1087,0.0,1.0,0.0,90.0,630.0,0.0,0.0,1.0,0.0,0.0,720.0,150.0,2650.0,2210.0,2.0
1089,0.0,2.0,0.0,410.0,1800.0,0.0,0.0,1.0,0.0,0.0,2210.0,350.0,44620.0,39210.0,3.0
1091,0.0,0.0,0.0,0.0,610.0,0.0,0.0,1.0,0.0,0.0,610.0,120.0,2060.0,1770.0,1.0
1093,0.0,0.0,0.0,0.0,930.0,0.0,0.0,1.0,0.0,0.0,930.0,250.0,2810.0,2410.0,1.0
1095,0.0,0.0,0.0,0.0,2320.0,0.0,0.0,1.0,0.0,0.0,2320.0,360.0,10390.0,9040.0,1.0
1097,1.0,16.0,170.0,8210.0,0.0,1250.0,0.0,0.0,1.0,0.0,9640.0,1960.0,53470.0,47110.0,18.0
1099,0.0,1.0,0.0,70.0,580.0,0.0,0.0,1.0,0.0,0.0,650.0,180.0,2260.0,1930.0,2.0
11001,1.0,27.0,2900.0,31460.0,0.0,2050.0,0.0,0.0,3.0,0.0,36410.0,5850.0,126290.0,116250.0,31.0
1101,0.0,6.0,0.0,1010.0,2430.0,0.0,0.0,1.0,0.0,0.0,3440.0,720.0,30820.0,27420.0,7.0
1103,0.0,2.0,0.0,330.0,1940.0,0.0,0.0,1.0,0.0,0.0,2270.0,380.0,13290.0,11610.0,3.0
1105,0.0,1.0,0.0,30.0,550.0,0.0,0.0,2.0,0.0,0.0,580.0,150.0,1150.0,950.0,3.0
1107,0.0,0.0,0.0,0.0,650.0,0.0,0.0,1.0,0.0,0.0,650.0,130.0,2250.0,1980.0,1.0
1109,0.0,1.0,0.0,40.0,1030.0,0.0,0.0,1.0,0.0,0.0,1070.0,220.0,5450.0,4660.0,2.0
1111,0.0,1.0,0.0,90.0,700.0,0.0,0.0,1.0,0.0,0.0,790.0,210.0,2240.0,1870.0,2.0
1113,0.0,1.0,0.0,90.0,1130.0,0.0,0.0,1.0,0.0,0.0,1220.0,260.0,7610.0,6800.0,2.0
1115,0.0,0.0,0.0,0.0,1470.0,0.0,0.0,1.0,0.0,0.0,1470.0,350.0,9950.0,8790.0,1.0
1117,0.0,0.0,0.0,0.0,2780.0,0.0,0.0,1.0,0.0,0.0,2780.0,310.0,25820.0,22450.0,1.0
1119,0.0,1.0,0.0,40.0,600.0,0.0,0.0,1.0,0.0,0.0,640.0,150.0,1810.0,1550.0,2.0
1121,0.0,1.0,0.0,90.0,1670.0,0.0,0.0,2.0,0.0,0.0,1760.0,420.0,9480.0,8230.0,3.0
1123,0.0,0.0,0.0,0.0,1460.0,0.0,0.0,2.0,0.0,0.0,1460.0,320.0,4030.0,3480.0,2.0
1125,0.0,3.0,0.0,110.0,4050.0,0.0,0.0,1.0,0.0,0.0,4150.0,680.0,32440.0,28230.0,4.0
1127,0.0,5.0,0.0,130.0,1600.0,0.0,0.0,1.0,0.0,0.0,1730.0,420.0,6930.0,6050.0,6.0
1129,0.0,1.0,0.0,440.0,360.0,0.0,0.0,1.0,0.0,0.0,800.0,240.0,1710.0,1460.0,2.0
1131,0.0,1.0,0.0,20.0,720.0,0.0,0.0,1.0,0.0,0.0,740.0,150.0,1190.0,1000.0,2.0
1133,0.0,0.0,0.0,0.0,590.0,0.0,0.0,1.0,0.0,0.0,590.0,150.0,2200.0,1860.0,1.0
12001,0.0,4.0,0.0,310.0,5700.0,0.0,0.0,4.0,0.0,0.0,6020.0,940.0,44570.0,39750.0,8.0
12003,0.0,1.0,0.0,30.0,520.0,0.0,0.0,1.0,0.0,0.0,550.0,180.0,3180.0,2750.0,2.0
12005,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,1.0,0.0,0.0,2900.0,610.0,21480.0,19290.0,1.0
12007,0.0,2.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,150.0,2360.0,2050.0,2.0
12009,0.0,6.0,0.0,1290.0,6990.0,0.0,0.0,4.0,0.0,0.0,8280.0,2880.0,57680.0,50920.0,10.0
12011,1.0,5.0,3640.0,480.0,3970.0,0.0,200.0,2.0,0.0,1.0,8280.0,1100.0,235350.0,210640.0,9.0
12013,0.0,0.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,280.0,90.0,1270.0,1090.0,1.0
12015,0.0,2.0,0.0,290.0,890.0,0.0,0.0,1.0,0.0,0.0,1180.0,290.0,12230.0,10790.0,3.0
12017,0.0,4.0,0.0,2370.0,500.0,0.0,0.0,1.0,0.0,0.0,2870.0,560.0,10570.0,9220.0,5.0
12019,0.0,4.0,0.0,470.0,1430.0,0.0,0.0,1.0,0.0,0.0,1900.0,670.0,24490.0,21230.0,5.0
12021,2.0,6.0,3930.0,1040.0,1160.0,0.0,0.0,2.0,0.0,0.0,6130.0,1050.0,31840.0,28070.0,10.0
12023,0.0,1.0,0.0,90.0,500.0,0.0,0.0,2.0,0.0,0.0,590.0,100.0,7080.0,6220.0,3.0
12027,0.0,3.0,0.0,320.0,730.0,0.0,0.0,1.0,0.0,0.0,1040.0,280.0,3100.0,2720.0,4.0
12029,0.0,1.0,0.0,30.0,520.0,0.0,0.0,1.0,0.0,0.0,550.0,90.0,1230.0,1050.0,2.0
12031,2.0,10.0,3350.0,3990.0,2910.0,0.0,0.0,3.0,0.0,0.0,10240.0,2080.0,126040.0,113630.0,15.0
12033,0.0,6.0,0.0,1290.0,2410.0,0.0,0.0,1.0,0.0,0.0,3690.0,860.0,40110.0,35640.0,7.0
12035,0.0,2.0,0.0,140.0,1690.0,0.0,0.0,1.0,0.0,0.0,1830.0,390.0,9620.0,8420.0,3.0
12037,0.0,1.0,0.0,30.0,360.0,0.0,0.0,2.0,0.0,0.0,390.0,110.0,860.0,770.0,3.0
12039,0.0,3.0,0.0,130.0,1050.0,0.0,0.0,4.0,0.0,0.0,1170.0,260.0,5470.0,4830.0,7.0
12041,0.0,3.0,0.0,260.0,660.0,0.0,0.0,1.0,0.0,0.0,910.0,140.0,1690.0,1450.0,4.0
12043,0.0,1.0,0.0,210.0,270.0,0.0,0.0,1.0,0.0,0.0,480.0,110.0,1010.0,870.0,2.0
12045,0.0,3.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,110.0,1180.0,1010.0,3.0
12047,0.0,0.0,0.0,0.0,460.0,0.0,0.0,1.0,0.0,0.0,460.0,70.0,1120.0,960.0,1.0
12049,0.0,2.0,0.0,250.0,770.0,0.0,0.0,1.0,0.0,0.0,1020.0,170.0,2880.0,2470.0,3.0
12051,0.0,1.0,0.0,210.0,1840.0,0.0,0.0,2.0,0.0,0.0,2040.0,360.0,4460.0,3890.0,3.0
12053,0.0,2.0,0.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,380.0,17130.0,14920.0,2.0
12055,0.0,1.0,0.0,120.0,700.0,0.0,0.0,2.0,0.0,0.0,820.0,280.0,8160.0,7140.0,3.0
12057,1.0,18.0,4510.0,9760.0,1270.0,0.0,0.0,1.0,0.0,0.0,15540.0,2220.0,184180.0,164950.0,20.0
12059,0.0,1.0,0.0,10.0,550.0,0.0,0.0,1.0,0.0,0.0,570.0,150.0,1690.0,1470.0,2.0
12061,0.0,4.0,0.0,620.0,2690.0,0.0,0.0,2.0,0.0,0.0,3320.0,650.0,12840.0,11280.0,6.0
12063,0.0,0.0,0.0,0.0,680.0,0.0,0.0,1.0,0.0,0.0,680.0,150.0,4160.0,3570.0,1.0
12065,0.0,0.0,0.0,0.0,230.0,0.0,0.0,1.0,0.0,0.0,230.0,20.0,1190.0,1040.0,1.0
12067,0.0,1.0,0.0,30.0,130.0,0.0,0.0,1.0,0.0,0.0,170.0,40.0,670.0,550.0,2.0
12069,0.0,3.0,0.0,850.0,2060.0,0.0,0.0,3.0,0.0,0.0,2910.0,680.0,33470.0,29520.0,6.0
12071,2.0,7.0,4580.0,1570.0,4040.0,0.0,0.0,2.0,0.0,0.0,10190.0,1460.0,70560.0,62290.0,11.0
12073,1.0,9.0,660.0,650.0,2230.0,0.0,0.0,1.0,0.0,0.0,3540.0,610.0,50050.0,43930.0,11.0
12075,0.0,2.0,0.0,170.0,1320.0,0.0,0.0,1.0,0.0,0.0,1490.0,170.0,3570.0,3110.0,3.0
12077,0.0,1.0,0.0,80.0,340.0,0.0,0.0,2.0,0.0,0.0,410.0,110.0,670.0,570.0,3.0
12079,0.0,1.0,0.0,30.0,430.0,0.0,0.0,1.0,0.0,0.0,470.0,90.0,1660.0,1440.0,2.0
12081,0.0,10.0,0.0,2860.0,350.0,0.0,0.0,1.0,0.0,0.0,3210.0,930.0,36520.0,32320.0,11.0
12083,0.0,8.0,0.0,1690.0,4070.0,0.0,0.0,3.0,0.0,0.0,5760.0,1270.0,33600.0,29710.0,11.0
12085,1.0,3.0,1340.0,620.0,1030.0,0.0,0.0,2.0,0.0,0.0,2990.0,580.0,12990.0,11280.0,6.0
12087,0.0,2.0,0.0,180.0,2240.0,0.0,0.0,5.0,0.0,0.0,2420.0,560.0,8000.0,7360.0,7.0
12089,0.0,0.0,0.0,0.0,950.0,0.0,0.0,3.0,0.0,0.0,950.0,160.0,8350.0,7280.0,3.0
12091,0.0,2.0,0.0,50.0,2760.0,0.0,0.0,2.0,0.0,0.0,2810.0,560.0,24060.0,21750.0,4.0
12093,0.0,2.0,0.0,410.0,390.0,0.0,0.0,1.0,0.0,0.0,800.0,190.0,4040.0,3540.0,3.0
12095,2.0,15.0,6350.0,3480.0,2640.0,810.0,0.0,5.0,1.0,0.0,13280.0,2260.0,191370.0,172000.0,23.0
12097,1.0,8.0,1940.0,5250.0,200.0,0.0,0.0,1.0,0.0,0.0,7390.0,1200.0,43230.0,38260.0,10.0
12099,3.0,12.0,7090.0,1540.0,6230.0,0.0,0.0,4.0,0.0,0.0,14860.0,2070.0,155610.0,137850.0,19.0
12101,0.0,4.0,0.0,450.0,6070.0,0.0,0.0,4.0,0.0,0.0,6520.0,1200.0,53220.0,46830.0,8.0
12103,1.0,12.0,2270.0,3680.0,9440.0,0.0,0.0,5.0,0.0,0.0,15390.0,2780.0,101450.0,91330.0,18.0
12105,2.0,8.0,2320.0,1450.0,6090.0,0.0,0.0,4.0,0.0,0.0,9860.0,4160.0,76440.0,67150.0,14.0
12107,0.0,4.0,0.0,290.0,1030.0,0.0,0.0,1.0,0.0,0.0,1320.0,90.0,7120.0,6200.0,5.0
12109,0.0,3.0,0.0,390.0,280.0,0.0,0.0,1.0,0.0,0.0,660.0,210.0,24630.0,21260.0,4.0
12111,0.0,7.0,0.0,1440.0,1490.0,0.0,0.0,2.0,0.0,0.0,2940.0,620.0,31780.0,27910.0,9.0
12113,0.0,1.0,0.0,130.0,1970.0,0.0,0.0,3.0,0.0,0.0,2110.0,540.0,18600.0,16280.0,4.0
12115,1.0,6.0,2780.0,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,5390.0,1150.0,32930.0,28980.0,7.0
12117,0.0,3.0,0.0,460.0,1740.0,0.0,0.0,1.0,0.0,0.0,2200.0,520.0,58400.0,52270.0,4.0
12119,0.0,1.0,0.0,40.0,810.0,0.0,0.0,2.0,0.0,0.0,850.0,300.0,4810.0,4310.0,3.0
12121,0.0,2.0,0.0,170.0,870.0,0.0,0.0,1.0,0.0,0.0,1040.0,230.0,3750.0,3180.0,3.0
12123,0.0,1.0,0.0,30.0,1100.0,1630.0,0.0,1.0,2.0,0.0,2760.0,570.0,1800.0,1560.0,4.0
12125,0.0,0.0,0.0,0.0,270.0,0.0,0.0,1.0,0.0,0.0,270.0,70.0,1090.0,920.0,1.0
12127,0.0,3.0,0.0,100.0,2960.0,0.0,0.0,4.0,0.0,0.0,3060.0,770.0,54500.0,48150.0,7.0
12129,0.0,1.0,0.0,30.0,470.0,0.0,0.0,1.0,0.0,0.0,510.0,130.0,3220.0,2810.0,2.0
12131,0.0,3.0,0.0,1360.0,610.0,0.0,0.0,1.0,0.0,0.0,1970.0,450.0,6500.0,5790.0,4.0
12133,0.0,0.0,0.0,0.0,510.0,0.0,0.0,1.0,0.0,0.0,510.0,110.0,2180.0,1880.0,1.0
13001,0.0,1.0,0.0,2670.0,420.0,0.0,0.0,1.0,0.0,0.0,3090.0,0.0,1800.0,1540.0,2.0
13003,0.0,1.0,0.0,70.0,240.0,0.0,0.0,1.0,0.0,0.0,320.0,80.0,900.0,760.0,2.0
13005,0.0,1.0,0.0,170.0,280.0,0.0,0.0,1.0,0.0,0.0,440.0,130.0,1220.0,1040.0,2.0
13007,0.0,1.0,0.0,510.0,90.0,0.0,0.0,1.0,0.0,0.0,610.0,120.0,330.0,280.0,2.0
13009,0.0,1.0,0.0,170.0,140.0,0.0,0.0,1.0,0.0,0.0,310.0,110.0,6250.0,5190.0,2.0
13011,0.0,1.0,0.0,30.0,160.0,0.0,0.0,1.0,0.0,0.0,190.0,70.0,1850.0,1580.0,2.0
13013,0.0,1.0,0.0,350.0,940.0,0.0,0.0,1.0,0.0,0.0,1290.0,310.0,9880.0,8760.0,2.0
13015,0.0,1.0,0.0,820.0,380.0,0.0,0.0,1.0,0.0,0.0,1200.0,180.0,12670.0,11080.0,2.0
13017,0.0,2.0,0.0,140.0,440.0,0.0,0.0,1.0,0.0,0.0,580.0,120.0,1970.0,1720.0,3.0
13019,0.0,1.0,0.0,290.0,230.0,0.0,0.0,1.0,0.0,0.0,520.0,160.0,1890.0,1630.0,2.0
13021,0.0,3.0,0.0,140.0,510.0,1020.0,0.0,1.0,1.0,0.0,1670.0,430.0,20130.0,17580.0,5.0
13023,0.0,1.0,0.0,370.0,150.0,0.0,0.0,1.0,0.0,0.0,520.0,240.0,1590.0,1260.0,2.0
13025,0.0,1.0,0.0,170.0,340.0,0.0,0.0,1.0,0.0,0.0,510.0,170.0,2030.0,1750.0,2.0
13027,0.0,0.0,0.0,0.0,260.0,0.0,0.0,1.0,0.0,0.0,260.0,60.0,1590.0,1390.0,1.0
13029,0.0,0.0,0.0,0.0,250.0,0.0,0.0,2.0,0.0,0.0,250.0,60.0,4700.0,4080.0,2.0
13031,0.0,1.0,0.0,210.0,850.0,0.0,0.0,1.0,0.0,0.0,1060.0,200.0,12490.0,10670.0,2.0
13033,0.0,1.0,0.0,70.0,310.0,0.0,0.0,1.0,0.0,0.0,370.0,70.0,2630.0,2270.0,2.0
13035,0.0,1.0,0.0,450.0,90.0,0.0,0.0,1.0,0.0,0.0,540.0,0.0,2430.0,2140.0,2.0
13037,0.0,1.0,0.0,510.0,60.0,0.0,0.0,1.0,0.0,0.0,570.0,110.0,490.0,420.0,2.0
13039,0.0,1.0,0.0,170.0,520.0,0.0,0.0,2.0,0.0,0.0,690.0,190.0,6690.0,5990.0,3.0
13043,0.0,1.0,0.0,210.0,220.0,0.0,0.0,1.0,0.0,0.0,430.0,70.0,1120.0,960.0,2.0
13045,0.0,1.0,0.0,100.0,380.0,0.0,0.0,1.0,0.0,0.0,480.0,130.0,15820.0,13600.0,2.0
13047,0.0,1.0,0.0,540.0,160.0,0.0,0.0,1.0,0.0,0.0,690.0,130.0,7580.0,6620.0,2.0
13049,0.0,1.0,0.0,170.0,170.0,0.0,0.0,1.0,0.0,0.0,330.0,110.0,1010.0,870.0,2.0
13051,1.0,12.0,670.0,5100.0,3190.0,1020.0,0.0,3.0,1.0,0.0,9980.0,1920.0,41180.0,36720.0,17.0
13053,0.0,2.0,0.0,3790.0,40.0,0.0,0.0,1.0,0.0,0.0,3830.0,10.0,1190.0,1110.0,3.0
13055,0.0,1.0,0.0,40.0,100.0,0.0,0.0,1.0,0.0,0.0,140.0,50.0,2620.0,2280.0,2.0
13057,0.0,1.0,0.0,830.0,1380.0,0.0,0.0,2.0,0.0,0.0,2210.0,300.0,28650.0,24830.0,3.0
13059,0.0,2.0,0.0,930.0,3480.0,0.0,0.0,4.0,0.0,0.0,4400.0,1030.0,24140.0,21120.0,6.0
13061,0.0,1.0,0.0,290.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,280.0,240.0,2.0
13063,0.0,3.0,0.0,2620.0,3240.0,0.0,0.0,3.0,0.0,0.0,5860.0,790.0,40990.0,36170.0,6.0
13065,0.0,0.0,0.0,0.0,220.0,0.0,0.0,1.0,0.0,0.0,220.0,60.0,770.0,660.0,1.0
13067,1.0,2.0,1860.0,1300.0,3180.0,0.0,0.0,3.0,0.0,0.0,6340.0,720.0,101370.0,89920.0,6.0
13069,0.0,2.0,0.0,140.0,720.0,0.0,0.0,1.0,0.0,0.0,870.0,190.0,5110.0,4450.0,3.0
13071,0.0,1.0,0.0,220.0,220.0,0.0,0.0,1.0,0.0,0.0,440.0,60.0,5330.0,4660.0,2.0
13073,0.0,0.0,0.0,0.0,370.0,0.0,0.0,1.0,0.0,0.0,370.0,50.0,18720.0,16450.0,1.0
13075,0.0,0.0,0.0,0.0,340.0,0.0,0.0,1.0,0.0,0.0,340.0,110.0,1870.0,1590.0,1.0
13077,0.0,1.0,0.0,100.0,460.0,0.0,0.0,1.0,0.0,0.0,560.0,140.0,16870.0,14630.0,2.0
13079,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1.0,0.0,0.0,190.0,60.0,1230.0,1080.0,1.0
13081,0.0,2.0,0.0,580.0,130.0,0.0,0.0,1.0,0.0,0.0,710.0,40.0,2670.0,2330.0,3.0
13083,0.0,1.0,0.0,40.0,50.0,0.0,0.0,1.0,0.0,0.0,90.0,20.0,1950.0,1690.0,2.0
13085,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,0.0,0.0,300.0,80.0,2460.0,2150.0,1.0
13087,0.0,0.0,0.0,0.0,240.0,0.0,0.0,1.0,0.0,0.0,240.0,70.0,3110.0,2690.0,1.0
13089,0.0,8.0,0.0,4820.0,1190.0,1310.0,0.0,1.0,1.0,0.0,7310.0,1310.0,108890.0,98760.0,10.0
13091,0.0,2.0,0.0,590.0,100.0,0.0,0.0,1.0,0.0,0.0,690.0,230.0,1970.0,1720.0,3.0
13093,0.0,1.0,0.0,510.0,140.0,0.0,0.0,1.0,0.0,0.0,660.0,130.0,1190.0,1010.0,2.0
13095,0.0,7.0,0.0,2840.0,640.0,0.0,0.0,1.0,0.0,0.0,3480.0,660.0,12430.0,10690.0,8.0
13097,0.0,0.0,0.0,0.0,600.0,0.0,0.0,1.0,0.0,0.0,600.0,100.0,19040.0,16580.0,1.0
13099,0.0,1.0,0.0,110.0,190.0,0.0,0.0,1.0,0.0,0.0,300.0,90.0,1080.0,910.0,2.0
13101,0.0,0.0,0.0,0.0,150.0,0.0,0.0,1.0,0.0,0.0,150.0,30.0,480.0,420.0,1.0
13103,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,0.0,0.0,300.0,70.0,7170.0,6180.0,1.0
13105,0.0,1.0,0.0,30.0,440.0,0.0,0.0,1.0,0.0,0.0,470.0,170.0,1880.0,1600.0,2.0
13107,0.0,1.0,0.0,310.0,380.0,0.0,0.0,3.0,0.0,0.0,690.0,140.0,2370.0,2060.0,4.0
13109,0.0,0.0,0.0,0.0,150.0,0.0,0.0,1.0,0.0,0.0,150.0,40.0,1110.0,970.0,1.0
13111,0.0,1.0,0.0,190.0,180.0,0.0,0.0,1.0,0.0,0.0,370.0,80.0,2020.0,1720.0,2.0
13113,0.0,0.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,280.0,30.0,11660.0,9660.0,1.0
13115,0.0,1.0,0.0,550.0,290.0,0.0,0.0,1.0,0.0,0.0,830.0,120.0,11860.0,10110.0,2.0
13117,0.0,1.0,0.0,840.0,320.0,0.0,0.0,1.0,0.0,0.0,1160.0,160.0,25330.0,21680.0,2.0
13119,0.0,1.0,0.0,30.0,250.0,0.0,0.0,1.0,0.0,0.0,280.0,60.0,2280.0,1940.0,2.0
13121,1.0,11.0,2010.0,6240.0,2200.0,8120.0,1140.0,9.0,6.0,1.0,19720.0,5570.0,153860.0,138090.0,28.0
13123,0.0,2.0,0.0,250.0,410.0,0.0,0.0,1.0,0.0,0.0,660.0,110.0,2590.0,2180.0,3.0
13125,0.0,1.0,0.0,170.0,30.0,0.0,0.0,1.0,0.0,0.0,200.0,0.0,300.0,250.0,2.0
13127,0.0,1.0,0.0,330.0,910.0,0.0,0.0,1.0,0.0,0.0,1240.0,290.0,9810.0,8640.0,2.0
13129,0.0,0.0,0.0,0.0,240.0,0.0,0.0,1.0,0.0,0.0,240.0,40.0,6790.0,5890.0,1.0
13131,0.0,0.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,280.0,70.0,2600.0,2220.0,1.0
13133,0.0,1.0,0.0,440.0,360.0,0.0,0.0,1.0,0.0,0.0,790.0,210.0,1400.0,1230.0,2.0
13135,1.0,4.0,910.0,3210.0,1740.0,0.0,0.0,3.0,0.0,0.0,5860.0,870.0,119870.0,104830.0,8.0
13137,0.0,1.0,0.0,30.0,310.0,0.0,0.0,1.0,0.0,0.0,340.0,60.0,5410.0,4740.0,2.0
13139,0.0,1.0,0.0,100.0,2290.0,0.0,0.0,1.0,0.0,0.0,2380.0,90.0,23290.0,20290.0,2.0
13141,0.0,1.0,0.0,170.0,160.0,0.0,0.0,1.0,0.0,0.0,340.0,100.0,720.0,640.0,2.0
